NO,JUDUL,NOMOR KATALOG,NOMOR KLASIFIKASI,ISBN/ISSN,NOMOR PANGGIL SETEMPAT,BAHASA,PENGARANG,PENERJEMAH,EDITOR,SERI,EDISI,NEGARA,PROVINSI,KOTA,PENERBIT,TAHUN,SUBJEK,NAMA PERTEMUAN,TEMPAT PERTEMUAN,TANGGAL PERTEMUAN,HARGA,JENIS
3486,PERHIASANKU,3028335122,688.2,978-602-03-8584-6,688.2 Uno P,Indonesia,Debbie S. Suryawan,,Siti Gretiani & Nana Lystiani,,,Indonesia,DKI Jakarta,Jakarta,PT Gramedia Pustaka Utama,2018,Costume Jewelry,Permohonan Buku & Koleksi,,22 Agustus 2022,0,Buku Desain
3487,"Peribahasa & Pantun (Untuk SD, SMP, SMA & UMUM)",1743333122,398.91,,398.91 Hid P,Indonesia,Syamsul Hidayatullah ZE.,,,,,Indonesia,,,Nidya Pustaka,,Indonesian Proverbs,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Buku Baca
3488,Perilaku dan Budaya Organisasi,6787333124,658.1,978-602-449-352-3,658.1 Ros P,Indonesia,"Weni Rosdiana, S.Sos., M.AP",,,,,Indonesia,Jawa Timur,Surabaya,Unesa University Press,2019,Organization and Financial Management,Surat Permohonan Buku & Koleksi,,22-Sep-22,0,Buku Baca
3489,PERILAKU ORGANISASI,2814315122,658.04,978-602-0856-12-4,658.04 Saw P,Indonesia,"Dewi Khrisna Sawitri, SS., S. PSI., MSI",,,,,Indonesia,Jawa Timur,Surabaya,"Universitas Pembangunan Nasional ""Veteran"" Jawa Timur",2015,Management for Specific Organization,Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Buku Ajar / Buku Ilmiah
3490,Perilaku Organisasi Edisi 12,7943333124,658.1,978-979-691-458-6,658.1 Rob P,Indonesia,Stephen P. Robbins,Diana Angelica,,,12,Indonesia,DKI Jakarta,Jakarta,Salemba Empat,2008,Organizations & Financial Management,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
3491,PERILAKU SAMBUNGAN STRUKTUR : APLIKASI PADA REKAYASA KAYU DAN BAMBU ( BAMBU LAMINASI),8685312124,694.1,978-623-7889-13-7,694.1 Era P,Indonesia,"Dr. Ir. I Gusti Lanang Bagus Eratodi, S.T., M.T., IPM, Asean. Eng.",,,,1,Indonesia,Jawa Timur,Sidoarjo,Indomedia Pustaka,2020,"Planning, Analysis, Engineering, Design of Wood",Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Belajar
3492,PERISAI KESETIAAN: Upaya Menjaga Pasangan dari Godaan Pelakor & Menyelamatkan Keluarga dari Ancaman Perceraian,8776333125,173,978-623-00-0284-7,173 Mar P,Indonesia,Ali Margosim,,Julia Suzana,,,Indonesia,DKI Jakarta,Jakarta,PT Elex Media Komputindo,2019,Ethics of Family Relationships,Surat pertemuan koleksi & buku,,26 Februari 2022,0,Buku Baca
3493,Perisean di Lombok Nusa Tenggara Barat,4690318123,394.8,602-258-113-3,394.8 Arm P,Indonesia,I Gusti Ayu Armini,,,,,Indonesia,DI Yogyakarta,Yogyakarta,Kementrian Pendidikan dan Kebudayaan,2013,Dueling and Suicide Customs,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Budaya
3494,"PERISTIWA BLITAR 1950: PERSERTERUAN BRIGADIR ""S"" & TRIP",4087329122,959.803,978-602-1634-51-6,959.803 Adi P,Indonesia,Hasumi Aditya,,Pradana Joe,,,Indonesia,DI Yogyakarta,Yogyakarta,Mata padi pressindo,2021,Period Of Republic,Permohonan Buku & Koleksi,,22 Agustus 2022,0,Sejarah
3495,Perjalanan Garis Tedja Soeminar,737933124,750.5,978-60251034-2-1,750.5 Swa P,Indonesia,Swandajani,Sirikit Syah ,Rusdi Zaki,,,Indonesia,DKI Jakarta,Jakarta,Kementrian Pendidikan dan Kebudayaan,2019,Serial Publication of Painting & Paintings,Surat Permohonan Buku dan Koleksi,,14-Nov-22,0,Majalah
3496,Perjalanan Gulliver: Pustaka Klasik,4148320122,398.23,978-623-7543-45-9,398.23 Swi P,Indonesia,Jonathan Swift,Afris Irwan,Gita Karisma,,1,Indonesia,DI Yogyakarta,Sleman,Kakatua,2022,Folk Literature,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Novel
3497,Perjalanan Jati Diriku (sebuah Otobiografi),7839338124,920,978-979-028-556-9,920 Pid P,Indonesia,Prof. Dr. Made Pidarta,,,,,Indonesia,Jawa Timur,Surabaya,Unesa University Press,2012,Biography,Surat Permohonan Buku dan Koleksi,,22-Sep-22,0,Autobiografi
3498,Perjalanan Peradilan Soeharto,5410329124,345.05,979-97754-0-X,345.05 Kal P,Indonesia,O.C. Kaligis,,Agus Djaja,,3,Indonesia,DKI Jakarta,Jakarta,O.C. Kaligis & Associates,2018,Criminal Procedurs,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Sejarah
3499,"Perjalanan Sebuah Lagu: Tentang Penciptaan, Perlindungan dan Pemanfaatan Lagu",9783333124,780.1,978-602-424-431-6,780.1 Dar P,Indonesia,Candra Darusman,,Candra Gautama,,,Indonesia,DKI Jakarta,Jakarta,Kepustakaan Populer Gramedia,2017,Philosophy of Music,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
3500,Perjanjian Perburuhan dan Hubungan Perburuhan,9759333124,320.5409598,,320.5409598 Dju P,Indonesia,"F.X. Djumialdji, S.H.",,,,,Indonesia,DKI Jakarta,Jakarta,PT BINA AKSARA,1987,Indonesian Nationalism,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
3501,Perkataan Terbaik Kembali Menyelimuti Alam,5932333124,297,,297 Mat K,Indonesia,Husain Matla,,,,,Indonesia,Jawa Tengah,Sukoharjo,Kaaffah Media Universal,2014,,Surat Pertemuan Koleksi & Buku,,26 Oktober 2024,0,Buku Baca
3502,Perkembangan Birokrasi Tradisional di JAwa pada Abad XIV-XVIII,7605329124,305.899 222,978-979-028-454-8,305.899 222,Indonesia,Aminuddin Kasdi,,,,,Indonesia,Jawa Timur,Surabaya,Unesa University Press,2011,Java Etnic,Surat Permohonan Buku dan Koleksi,,22-Sep-22,0,Sejarah
3503,Perkembangan Investasi & Ekspor Produk UMKM dalam Era Ekonomi Digital,4736312123,382.6,978-602-433-847-3,382.6 Sat P,Indonesia,Venti Eka Setya,,,,,Indonesia,DKI Jakarta,Jakarta,Yayasan Obor Indonesia,2019,Export Trade,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Belajar
3504,Perkembangan Lagu Pop Bali di Provinsi Bali,8412333125,782.42163,978-602-356-421-7,782.42163 Nga P,Indonesia,Wakhyuning Ngarsih,,,,,Indonesia,Bali,Badung,BPNB (Balai Pelestarian Nilai Budaya),2021,Popular Songs,Surat Permohonan Buku dan Koleksi,,28-Nov-22,0,Buku Baca
3505,Perkembangan Peraturan Perundang-Undangan Tentang Pemerintah Daerah Sejak Tahun 1945 sampai Tahun 2007,8040339124,342.03,978-979-799-553-9,342.03 Per P,Indonesia,,,Azis Suganda,,,Indonesia,DKI Jakarta,Jakarta,LIPI Press,2009,Revision and Amandemen,Surat pertemuan koleksi & buku,,26 Oktober 2022,0,Hukum
3506,PERKEMBANGAN PERKEBUNAN KELAPA SAWIT DAN PENYERAPAN TENAGA KERJA DI KABUPATEN PASIR PROVINSI KALIMANTAN TIMUR,752636124,331.798,978-979-799-142-5,331.798 Rah P,Indonesia,Sri Rahayu,,,,,Indonesia,DKI Jakarta,Jakarta,LIPI Press,2007,Labor Union and Labor Management,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Karya Ilmiah
3507,Perkembangan Volume Ekspor Tembakau di Jawa Timur,115436122,338.1,978-602-0856-59-9,338.1 Abi p,Indonesia,Zainal Abidin,,,,,Indonesia,Jawa Timur,Surabaya,"UPN ""Veteran"" Jawa Timur",2013,Agricultures Industries,Surat Permohonan Buku & Koleksi ,,22 Agustus 2022,0,Karya Ilmiah
3508,Perlindungan Merek Terkenal & Konsep Dilusi Merek dari Perspektif Global ,5477333124,396.04,978-602-433-970-8,396.04 Noe P,Indonesia,"Dr. Cita Citrawinda Noerhadi, SH, MIP",,,,,Indonesia,DKI Jakarta,Jakarta,Yayasan Obor Indonesia,2020,Property,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Buku Baca
3509,Perlindungan Pihak Ketiga yang Beritikad Baik: Atas Harta Kekayaan dalam Perkara Pidana,10003339126,340.05,978-623-321-050-8,340.05 Zen P,Indonesia,"Dr. A. Patra M. Zen, S.H., LL.M.",,,,,Indonesia,DKI Jakarta,Jakarta,Yayasan Pustaka Obor Indonesia,2021,Serial Publication of Law,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Hukum
3510,Permasyarakatan dan legacy,9185331124,365,,365 Lao P,Indonesia,,,Andi Wijaya Rivai,,,Indonesia,DKI Jakarta,Jakarta,,2019,Penal and Related Institution,,,26 Oktober 2022,0,Pengetahuan Umum
3511,PERNIAGAAN REMPAH DI PERAIRAN TIMUR DAN TIMUR LAUT KALIMANTAN ABAD XVI DAN XVII,9979333124,959.8,978-623-7526-58-2,959.8/Pur/P,Indonesia,Juniar Purba,,Izzudin Irsam Mujib & Asep Ruhimat,,,Indonesia,Jawa Barat,Bandung,CV Media Jaya Abadi,2020,History of Indonesia,,,28-Nov-22,0,Buku Baca
3512,"Perpajakan Digital: Panduan Lengkap Praktik e-SPT, e-Faktur, e-billing & e-Filling",4709312123,336.2,978-623-7851-02-8,336.2 Lub P,Indonesia,"Irsan Lubis, M. Akt., Ak., BKP., CAP",,Anindhita Raras,,1,Indonesia,DI Yogyakarta,Yogyakarta,Lautan Pustaka,2020,Taxes & Taxation,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Belajar
3513,Perpajakan Disesuaikan dengan Peraturan Perpajakan Terbaru,5102312124,336.2,978-623-7137-54-2,336.2 Rah P,Indonesia,"Puji Rahayu, S.E., M.M.",,"Jeni Susyanti, S.E., M.M., BKP, CBV",,1,Indonesia,Jawa Timur,Sidoarjo,Indomedia Pustaka,2019,Taxes & Taxation,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Belajar
3514,"Perpajakan: Konsep, Sistem dan Impelementasi Edisi Revisi",5103312124,336.2,978-979-3784-94-6,336.2 Rah P,Indonesia,"Dr. Siti Kurnia Rahayu, S.E., M.Ak., Ak., CA",,,,,Indonesia,Jawa Barat,Bandung,REKAYASA SAINS ,2020,Taxes & Taxation,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Belajar
3515,Perpajakan Teori dan Kasus Edisi 8,4999312124,336.2,978-979-061-530-4,336.2 Res P,Indonesia,Siti Resmi,,Muhammad Masykur,,8,Indonesia,DKI Jakarta,Jakarta Selatan,Salemba Empat,2016,Taxes & Taxation,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Belajar
3516,"Persepsi, Sikap, dan Prasangka dalam Komunikasi Antarbudaya",5392333124,302.2,978-623-372-351-0,302.2 Lil P,Indonesia,"Prof. Dr. Alo Liliweri, M.S.",,Yayat Sri Hayati,,1,Indonesia,Jawa Barat,Depok,PT. Rajagrafindo Persada,2022,Communication,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
3517,Persepsi & Sikap Warga Negara terhadap Pancasila,4210333122,320.509598,978-623-01-1884-5,320.509598 Soe P,Indonesia,"Dr. Silverius Y. Soeharso, S.E., M.M., ",,F. Wiwin Tety Utami,,1,Indonesia,DI Yogyakarta,Yogyakarta,Andi,2021,Political Ideologies in Indonesia ,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Buku Baca
3518,Personal Branding Bisa Mengubah Takdir,4833333124,302.224,978-623-00-2702-4,302.224 Liw P,Indonesia,Tom Liwafa,,,,,Indonesia,DKI Jakarta,Jakarta,PT Elex Media Komputindo,2021,Verbal Communication,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
3519,Personality Development,6788333124,155.25,978-602-449-308-0,155.25 Isb P,Indonesia,Prasetyo Isbandono,,,,,Indonesia,Jawa Timur,Surabaya,Unesa University Press,2018,Character Development,Surat Permohonan Buku & Koleksi,,22-Sep-22,0,Buku Baca
3520,PERSONALITY REALITY,6159333122,155.2,979-694-465-0,155.2/Yan/P,Indonesia,Patrick David Yanello,,,,,Indonesia,DKI Jakarta,Jakarta,Penerbit Bhuana Ilmu Populer,2005,,Surat Permohonan Buku dan Koleksi ,,26 Oktober 2022,0,Buku Baca
3521,"Personality Test: Kamu, Gadget dan Gebetan (Mana yang Lebih Penting?)",4509333123,155.25,978-623-7254-34-8,155.25 Mar P,Indonesia,Martha,,Tika Yuitaningrum,,,Indonesia,DI Yogyakarta,Yogyakarta,MEDPRESS,2022,Character Development ,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Buku Baca
3522,Perspektif Baru Konsep Dasar Pendidikan Anak Usia Dini,10000315126,371.8,978-602-53672-5-0,371.8.Nur.P,Indonesia,"Dr. Yuliani Nurani, M.Pd",,Mastergrafis,,,Indonesia,DKI Jakarta,Jakarta Barat,CV. CAMPUSTAKA,2019,Students,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Buku Ajar / Buku Ilmiah
3523,Pertahanan - Keamanan Maritim 2018 - 2030: Fenomena dan Tantangan ke Depan,5343333124,355.4,-,355.4 Das P,Indonesia,Tim Dewan Analis Strategis - Badan Intelijen Negara (DAS-BIN),,,,,Indonesia,DKI Jakarta,Jakarta,Dewan Analis Strategi - Badan Intelijen Negara R.I.,2017,Military Operations,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
3524,Pertambangan Emas di Singai Katingan,10000333126,553.4,978-602-391-671-9,553.4 Pra P,Indonesia,Septi Dhanik Prastiwi,,Dhanisa,,1,Indonesia,DI Yogyakarta,Baturetno,DIVA Press,2018,Metals and Semimetals,Surat Permohonan Buku dan Koleksi,,28-Nov-22,0,Buku Baca
3525,Pertamina Energy Outlook 2050: A View from 2019,755233124,354.4509 598,-,354.4509 598 Pra P,Indonesia,,,,,,Indonesia,DKI Jakarta,Jakarta,Pertamina,2019,Public Administration of Oil in Indonesia,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Majalah
3526,"Pertanian Organik ""Solusi Pertanian Berkelanjutan""",2561333122,631.58,978-623-7267-41-6,631.58 Pur P,Indonesia,"Dr. Ir. Benito Heru Purwanto, M.P., M.Agr.",,Dian Christine F.,,1,Indonesia,DI Yogyakarta,Yogyakarta,LILY PUBLISHER,2020,Special Methods of Cultivitation,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Buku Baca
3527,Pertanian Postmodern,4548333122,631.49 598,978-979-002-774-9,631.49 598 Set P,Indonesia,Iwan Setiawan,,B. Prasetya W. & Febriani AN.,,,Indonesia,DKI Jakarta,Jakarta,PENEBAR SWADAYA,2018,"History, Geographic Person Treatment of Agriculture",Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
3528,Pertempuran Laut Jawa (Gurita jepang Mencengkeram Nusantara),9272329124,959.802,978-602-1634-40-0,959.802 Agu P,Indonesia,Adrianus Agung W.,,Kurniawan Fajar,,,Indonesia,DI Yogyakarta,Yogyakarta,Mata padi pressindo,2020,History of Indonesian at Dutch Period,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Sejarah
3529,Pertempuran Palembang: Pertempuran Lima Hari Lima Malam 1947,4099329122,959.803,978-602-1634-48-6,959.803 Uta P,Indonesia,Nanda Julian Utama,,Matapadi,,,Indonesia,DI Yogyakarta,Yogyakarta,Mata padi pressindo,2021,Period of Republic,Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Sejarah
3530,Pertemuan Jodoh,9156320124,813,978-602-481-317-8,813 Moe P,Indonesia,Abdoel Moeis,,,,,Indonesia,DKI Jakarta,Jakarta,Balai Pustaka,2020,Indonesian Fiction,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Novel
3531,Pesona Azimat: Antara Tradisi dan Agama,4462333123,297.27,978-602-1523-23-2,297.27 Ahs P,Indonesia,Chairunnisa Ahsana A.S.,,Aceng Abdul Kodir & Jamiludin,,,Indonesia,Jawa Barat,Bandung,Pustaka Aura Semesta,2014,Islam & Social Sciences ,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Buku Baca
3532,Pesona & Sisi Kelam Majapahit,7616329124,959.8021 Win P,9.79E+12,959.8021,Indonesia,Sri Wintala Achmad,,,,,Indonesia,DI Yogyakarta,Bantul,Araska,2021,Period of Hindu Kingdoms,,,26 Oktober 2022,0,Sejarah
3533,Pesona Yunani: Santorini & Athena,6065329124,938,978-979-22-7122-5,938 Lui P,Indonesia,Valentino Luis,,,,,Indonesia,DKI Jakarta,Jakarta Pusat,PT Gramedia Pustaka Utama,2011,History of Ancient Greece,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Sejarah
3534,Peta Filsafat: Pendekatan Kronologis dan Tematis,9387333126,180.3,,180.3 Hun P,Indonesia,Milton D. Hunnex,Zubair,,,,Indonesia,DKI Jakarta,Jakarta Selatan,PT Mizan Publika,2004,Dictionaries,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
3535,Petani Kubis Berbasis Pendidikan Dan Kesehatan,255436122,630.7,978-602-6370-60-0,630.7 Sap D,Indonesia,"Dr. Budiyono Saputro, M. Pd",,,,,Indonesia,DI Yogyakarta,Sleman,Aswaja Pressindo,2017,Related Topics of Agriculture,Surat Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Karya Ilmiah
3536,Peta Perfilman Indonesia Tahun 2018,6108312124,791.43,,791.43 Fer P,Indonesia,bobby fernandez,,,1,1,Indonesia,DKI Jakarta,Jakarta,Kementerian Pendidikan dan Kebudayaan Pusat Pengembangan Perfilman,20119,,,,26 Oktober 2022,0,Buku Belajar
3537,Petarung Politik Profil Capres-Cawapres RI Potensial 2014,9050312124,320.9598,978-602-241-729-3,320.9598 Div P,Indonesia,Tim Divaro,,,,,Indonesia,DKI Jakarta,Jakarta Timur,ERLANGGA,2014,Political & Situation & Condition in Indonesia,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Buku Belajar
3538,Peter Drucker; Pionir Besar Manajemen Teori dan Praktik,8244321124,926.5,978-979-033-250-8,926.5 Hel P,Indonesia,Robert Heller,"Puji A.L., S.E.","Ratri Medya, S.E.",,,Indonesia,DKI Jakarta,Jakarta,ERLANGGA,2008,Person in Management Biography,Surat Permohonan Buku dan Koleksi,,,0,Biografi
3539,Peter Pan,5994320124,823,978-602-03-0347-5,823  Bar P,Indonesia,J.M. Barrie,Julanda Tantani,,,,Indonesia,DKI Jakarta,Jakarta,PT Gramedia Pustaka Utama,2014,English Fiction,surat permohonan buku dan koleksi ,,26 Oktober 2022,0,Novel
3540,Petualangan Dayu & Tunai,4293323122,741.5,,741.5 Shi P,Indonesia,Aprilia El Shinta,,,,,Indonesia,DKI Jakarta,Jakarta,Kementrian Pendidikan dan Kebudayaan,2021,Comics Drawings,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Cerita Bergambar
3541,Petunjuk Praktis Memelihara Kelomang Darat ,7252333124,594.3,979-25-6640-6,594.3 Wan P,Indonesia,Felix J. Wang,,,,,Indonesia,DKI Jakarta,Jakarta,Abadi Offset,2006,Gastropoda ,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
3542,Philosophica et Theologica,7568313124,210.1,2550-0589,210.1 Riy p,Indonesia,Eko Armada Riyanto,,Eko Armada Riyanto,21,,Indonesia,Jawa Timur,Malang,STUDIA,2021,Theory of Philosophy of Religion,Surat Permohonan buku dan koleksi,,26 Oktober 2022,0,Prosiding Nasional
3543,Philosophical Ethics An Introduction to Moral Philosophy,7429433122,170,0-07-004256-X,170 Bea P,Inggris,Tom L. Beauchamp,,"Cynthia Ward, Jean Akerz",,,Amerika Serikat,New York,,"McGraw-Hill, Inc",1991,Ethics,,,,0,Buku Baca
3544,PHP DAN My SQL UNTUK Web,5977312124,6.242,979-731-118-X,006.242 Sun P,Indonesia,"Bimo Sunarfrihantono, ST",,,,,Indonesia,DI Yogyakarta,Yogyakarta,Andi,2002,Bar Coding,surat permohonan buku dan koleksi,,21-Sep-22,0,Buku Belajar
3545,Phychology of Investing,5836332122,332.6,978-623-00-1025-5,332.6 Aso P,Indonesia,Hajime Aso,Yenny Hendrawati,Yulian Masda,,,Indonesia,DKI Jakarta,Jakarta,PT Elex Media Komputindo,2019,Investment,Surat Permohonan Buku & Koleksi ,Surat Permohonan Buku & Koleksi,26 Oktober 2022,0,Ekonomi
3546,Physical Science Seventh Edition,8080412124,530,978-0-07-110947-5,530 Til P,Inggris,Bill W. Tillery,,,,7,Amerika Serikat,New York,New York,"McGraw-Hill, Inc",2007,Physics,Surat Permohonan Buku dan Koleksi,,26 Oktober 2022,0,Buku Belajar
3547,Physics for Scientists & Engineers with Modern Physics,5150412124,530,978-0-13-149508-1,530 Gia P,Inggris,Douglas C. Giancoli,,Clare Romeo,,,Amerika,New Jersey,Upper Saddle River,"Pearson Education, Inc.",2009,Physics,Surat Permohonan Buku & Koleksi,,21-Sep-22,0,Buku Belajar
3548,Physics Principles With Applications Fifth Edition,5147412124,530,0-13-611971-9,530 Gia P,Inggris,Douglas C. Giancoli,,Paul F. Corey,,5,Amerika,New Jersey,Upper Saddle River,Prentice Hall,1998,Physics,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Belajar
3549,Pick and Choose : Multiple Choice Comprehension Passanges,7737433124,425,0-582-52317-6,425 Bes P,Inggris,Robert Best,,,,,Inggris,Greater London,London,LONGMAN ,1971,Grammar of Standard English ,Surat Permohonan Buku dan Koleksi,Surat Permohonan Buku dan Koleksi,26 Oktober 2022,0,Buku Baca
3550,PIDANA UNTUK PEMEGANG SAHAM KORPORASI,9900333124,345.01,978-602-313-494-6,345.01.Ami.P,Indonesia,"Dr. Ari Yusuf Amir, SH, MH",,Tristanti,,,Indonesia,DI Yogyakarta,Sleman,,2020,,,,22-Nov-22,0,Buku Baca
3551,"Pidato Pengukuhan ""Desain Kebijakan Penegakan Hukum Berbasis Keadilan Transformatif dalam Mewujudkan sistem Peradilan Pidana yang Efektif dan Efisien""",4443313123,815,,815 Pid,Indonesia,,,,,,Indonesia,DKI Jakarta,Jakarta,UPN Press,2018,Indonesian Speech,Surat Permohonan Buku dan Koleksi,,24 Oktober 2022,0,Prosiding Nasional
3552,Pidato Pengukuhan Jabatan Guru Besar Tetap dalam Bidang Ilmu Hukum Tata Negara spesialisasi Hukum Konstitusi pada Fasilitas Pendidikan Ilmu Pengetahuan Sosial Universitas Pendidkan Indonesia,8438330124,342.0072,,342.0072 RIY Y,Indonesia,"Dr.Astim Riyanto,SH,MH",,,,,Indonesia,Jawa Barat,Bandung,Universitas Pendidikan Indonesia,2008,,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Catatan Harian
3553,"PIJAR SANG PEMBELAJAR - PERCIK PEMIKIRAN MARDIASMO: Anak Kampung yang Menjadi Akademisi, Birokrat, dan Akuntan Profesional",9556321124,920.0092992,978-623-01-0276-9,920.00929922 Wid P,Indonesia,Hananto Widhiatmoko,,Bangun Purwono Adi,,,Indonesia,DI Yogyakarta,Yogyakarta,Penerbit ANDI,2019,Biography of Indonesian,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Biografi
3554,Pilates a beginner's guide ,9201433122,613.7046,1-903327-23-7,613.7046 Bri P,Indonesia,Roger Brignell,,,,,Inggris,,,D&S Books,2001,Physical Yoga,Surat Permohonan buku dan koleksi,Surat Permohonan Buku dan Koleksi ,26 Oktober 2022,0,Buku Baca
3555,"PILGRIM'S GUIDE TO THE NEW AGE: A Step-by-Step Tour of Mysteries, Philosopies, Gurus and Secrets forThe New Age Explorer",8692433125,910.92,,910.92 Law P,Inggris,Alice,,,,1,Amerika Serikat,,,Lion Publishing Corporation,,"Geographers, Explorers, Pioneers, Travelers",Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
3556,Pilihan Hati,6886320124,899.221,979-795-684-9,899.221 Nug P,Indonesia,Putu Aditya Nugraha,,,,,Indonesia,DKI Jakarta,Jakarta,PT WahyuMedia,2012,Indonesian Literature,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Novel
3557,Pilihan Investasi Milenial,6880327124,332.6,978-623-6007-01-3,332.6 Rus P,Indonesia,Zurrahma Rusyfian,,,,,Indonesia,Jawa Barat,Bandung,REKAYASA SAINS ,2021,Investment,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Bisnis
3558,Pintar main gitar dalam 7 hari,340131122,787.8,987-623-7254-85-+0,787.8 Sam M,Indonesia,Gari Rakai Sambu,,,,8,Indonesia,DKI Jakarta,Jakarta Pusat,Media Pressindo,2022,guitars Family,Surat Permohonan Buku & Koleksi ,,22 Agustus 2022,0,"Skripsi, Tugas Akhir, Thesis / Disertasi"
3559,Pintar Membuat KOMPOS Dari Sampah Rumah Tangga & Limbah Pertanian/Peternakan,2564324122,631.8,978-602-376-247-7,631.8 Kal K,Indonesia,Ir. Norbertus Kaleka,,,,,Indonesia,DI Yogyakarta,Bantul,PUSTAKA BARU,2020,Fertilizers,Surat Permohonan Buku dan Koleksi,,22 Agustus 2022,0,Panduan (How To)
3560,PINTAR MENJAHIT LENGKAP: Busana Anak & Wanita,9928315124,646.407,978-602-2130-66-6,646.407 Ast P,Indonesia,Nur Astri Damayanti,,Zepthi,,,Indonesia,DKI Jakarta,Jakarta,Kriya Pustaka Publisher,2020,,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Ajar / Buku Ilmiah
3561,Pintu Harmonika,5431320124,813,9.79E+12,813 Ng P,Indonesia,Clara Ng,,Lana Puspitasari,,,Indonesia,DKI Jakarta,Jakarta,PT Gramedia Pustaka Utama,2022,Indonesian Fiction,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Novel
3562,Pintu Masuk ke Dunia Filsafat,8326331125,100,978-979-413-188-6,100 Ham P,Indonesia,Dr. Harry Hamersma,,,,2,Indonesia,DI Yogyakarta,Yogyakarta,PT. KANISIUS,2008,Philosophy,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Pengetahuan Umum
3563,Pitutur Wong Jawa: Belajar Bijak ala Orang Jawa,4766318124,303.33,978-623-244-475-1,303.33 Mus P,Indonesia,Asti Musman,,Herman Adamson,,,Indonesia,DI Yogyakarta,Yogyakarta,PUSTAKA JAWI,2021,Social Control,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Budaya
3564,Planning and Development in the Netherlands,9929433124,307.1,90-232-1953-8,307.1 Ass P,Inggris,Van Gorcum-Assen,,,VoL. XIV - Nr. 2,,Belanda,,,Van Gorcum Ltd.,1982,Planning & Development of Community,Surat Permohonan Buku & Koleksi,,26 Oktober 2022,0,Buku Baca
